,name,payment_modes,locality
6545,Chunkys From China,,"Kharadi, Pune"
6546,The Pulao Culture,,"Baner, Pune"
6547,Garwa Hills,Cash and Cards accepted,"Kondhwa, Pune"
6548,Theobroma,"Cash and Cards accepted
Digital payments accepted","Koregaon Park, Pune"
6549,Indian Barbecue & Grill,"Cash and Cards accepted
Digital payments accepted","Lohegaon, Pune"
6550,Baba Dosa Center And Snacks,,"Wagholi, Pune"
6551,Jogeshwari Misal & Bhel,"
Digital payments accepted","Ravet, Pune"
6552,Chinese Castle,"
Digital payments accepted","Viman Nagar, Pune"
6553,Shreeji Pure Veg,"
Digital payments accepted","Katraj, Pune"
6554,Cafe Durga,"
Digital payments accepted","Sadashiv Peth, Pune"
6555,Kareems,Cash and Cards accepted,"Westend Mall, Aundh, Pune"
6556,Cafe Pizza Bites,,"Hadapsar, Pune"
6557,Image Chinese,,"Karve Nagar, Pune"
6558,Lai Bhari Home Food,,"Wagholi, Pune"
6559,Kasturi Mastani House,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
6560,Cafe HD,"
Digital payments accepted","Pimple Nilakh, Pune"
6561,Sweet Truth - Cake And Desserts,,"Erandwane, Pune"
6562,Sharadwadi Misal & Walke Gulacha Chaha,"
Digital payments accepted","Chandan Nagar, Pune"
6563,The Indian Kitchen ,,"Kothrud, Pune"
6564,Lama Momos,"Cash and Cards accepted
Digital payments accepted","Wanowrie, Pune"
6565,Sri Balaji South Indian Foods,,"Hadapsar, Pune"
6566,Vadilal Ice Cream,,"Nigdi, Pune"
6567,Behrouz Biryani,,"Viman Nagar, Pune"
6568,Gupta Snacks Center,,"Yerawada, Pune"
6569,SagarG,,"Hadapsar, Pune"
6570,Signature,Cash and Cards accepted,"Kondhwa, Pune"
6571,Laziz Xprs,,"Wakad, Pune"
6572,Classic Party Bash,,"Undri, Pune"
6573,Samruddhi Pure Veg,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Vishrantwadi, Pune"
6574,Cafe Cues & Cushions,"
Digital payments accepted","Dange Chowk, Pune"
6575,Sns Bites,"
Digital payments accepted","Chinchwad, Pune"
6576,Rajeshwar Enterprises,,"Rasta Peth, Pune"
6577,R & A Food Express,,"Hadapsar, Pune"
6578,Elephant & Co.,Cash and Cards accepted,"Kalyani Nagar, Pune"
6579,The Quick Wok,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
6580,Sheetal Arch Restaurant,Cash and Cards accepted,"East Street, Pune"
6581,Little Italy,"Cash and Cards accepted
Digital payments accepted","Bund Garden Road, Pune"
6582,S.K Delights,,"Aundh, Pune"
6583,Pav Man,,"Wakad, Pune"
6584,The Chinese Kitchen,,"Kalyani Nagar, Pune"
6585,Fantasy Bakery 'N' Patiserrie,,"Aundh, Pune"
6586,Chinar,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
6587,Shree Krisnha Sandwich,,"Satara Road, Pune"
6588,Chill Out Baby,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
6589,Wholesome Meals,,"Wadgaon Sheri, Pune"
6590,Ganesh Bhel,"
Digital payments accepted","Pimple Saudagar, Pune"
6591,Sana Catering,,"Yerawada, Pune"
6592,Garva Biryani,"
Digital payments accepted","Kothrud, Pune"
6593,MH-12 Khau Ghar,"
Digital payments accepted","Hinjawadi, Pune"
6594,New Arabian Grills,"Cash and Cards accepted
Digital payments accepted","Dhankawadi, Pune"
6595,Sweet Truth - Cake and Desserts,,"Karve Nagar, Pune"
6596,Mandarin Oak- The Heavenly Chinese,,"Viman Nagar, Pune"
6597,Waflz & Krepz,,"NIBM Road, Pune"
6598,AS Biryani House,,"Bavdhan, Pune"
6599,Nonna's Patisserie,,"Viman Nagar, Pune"
6600,Mozzeroni's,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
6601,The Momo Co.,,"Kumar Pacific Mall, Swargate, Pune"
6602,Check Mate Biryani House,,"Bavdhan, Pune"
6603,Shalimar Chinese Fast Food,"
Digital payments accepted","Kondhwa, Pune"
6604,Naaz Dum Biryani House,"
Digital payments accepted","Bhosari, Pune"
6605,Bhagyashree Executive,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Hadapsar, Pune"
6606,Durga Snacks & Tea Point,"
Digital payments accepted","Hadapsar, Pune"
6607,R.Vs Dum Biryani,"
Digital payments accepted","Kothrud, Pune"
6608,Shawarma And Co.,,"Balewadi, Pune"
6609,Thikana,"Cash and Cards accepted
Digital payments accepted","FC Road, Pune"
6610,Biryani Culture,,"Camp Area, Pune"
6611,Kailas Bhel And Misal,,"Undri, Pune"
6612,Deli Belly,"Cash and Cards accepted
Digital payments accepted","Nigdi, Pune"
6613,Madhuban Snacks & Tea Point,"
Digital payments accepted","Hadapsar, Pune"
6614,Hotel Jagdamba,"
Digital payments accepted","Dhankawadi, Pune"
6615,Jusst Sandwich,,"Karve Nagar, Pune"
6616,Sabaras Chinese And Chicken Thali,,"Bhosari, Pune"
6617,Bread Bash,,"Chinchwad, Pune"
6618,McCafe by McDonald's,,"Hinjawadi, Pune"
6619,Indian Kadhai,,"Kharadi, Pune"
6620,Roll And Pizza House,,"Karve Nagar, Pune"
6621,Hotel Manushree,,"Undri, Pune"
6622,Lassi Magic,"Cash and Cards accepted
Digital payments accepted","Sadashiv Peth, Pune"
6623,Cafe Biryani Bites,,"Hadapsar, Pune"
6624,Megabites,,"Mundhwa, Pune"
6625,Sampoorna,,"Ravet, Pune"
6626,Rohit Wadewale,,"Hinjawadi, Pune"
6627,Shree Chinese Point,"
Digital payments accepted","NIBM Road, Pune"
6628,Modern Khichdi,,"Kothrud, Pune"
6629,Khadadi,"Cash and Cards accepted
Digital payments accepted","Sadashiv Peth, Pune"
6630,Shoushee,,"Undri, Pune"
6631,K9 The Coast Line,"Cash and Cards accepted
Digital payments accepted","Pimple Saudagar, Pune"
6632,Firangi Bake,,"Erandwane, Pune"
6633,Hotel Surya Chinese & Biryani House,"
Digital payments accepted","Narhe, Pune"
6634,China Grill House,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
6635,Soy Affair,"Cash and Cards accepted
Digital payments accepted","Aundh, Pune"
6636,London Dairy,,"Pimple Gurav, Pune"
6637,Hyderabadi Biryani House,"
Digital payments accepted","Kondhwa, Pune"
6638,Oum Kailash Dairy,"
Digital payments accepted","Rasta Peth, Pune"
6639,Gourmet Ice Cream Cakes By Baskin Robbins,,"Aundh, Pune"
6640,Kannu Ki Chai,"
Digital payments accepted","Baner, Pune"
6641,Royal Bengal Kitchen,,"Dhanori, Pune"
6642,Balaji Pure Veg Vasu's,"Cash and Cards accepted
Digital payments accepted","Ravet, Pune"
6643,Box Din By Barbeque Ville,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
6644,Firoz Caterers,,"NIBM Road, Pune"
6645,Ratnagiri Katta,"
Digital payments accepted","Dhayari, Pune"
6646,Aaswad,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
6647,Hotel Diamond,"
Digital payments accepted","Baner, Pune"
6648,Cake Creation- The Cake Shop,,"Bibvewadi, Pune"
6649,Kwality Wall’s Frozen Dessert and Ice Cream Shop,,"Kothrud, Pune"
6650,Dragon Feast,,"Bavdhan, Pune"
6651,Le Plaisir,"Cash and Cards accepted
Digital payments accepted","Deccan Gymkhana, Pune"
6652,Hotel Shivar,"
Digital payments accepted","Viman Nagar, Pune"
6653,Rolls & Meals,,"Pashan, Pune"
6654,Gaurav Sea Food,"
Digital payments accepted","Pimpri, Pune"
6655,Kaati Zone Rolls And Wraps,,"Wakad, Pune"
6656,Hotel Rajasthani Rasoi,"Cash and Cards accepted
Digital payments accepted","Kharadi, Pune"
6657,Yo_Burgers_Yo,,"Kothrud, Pune"
6658,Mauli Dhapate House,"Cash and Cards accepted
Digital payments accepted","Balewadi, Pune"
6659,SLAY Coffee,,"Erandwane, Pune"
6660,Kavi - The Hangout Bar,"Cash and Cards accepted
Digital payments accepted","Erandwane, Pune"
6661,The Burning Wok,,"Karve Nagar, Pune"
6662,King's Chinese & Restaurant,,"Karve Nagar, Pune"
6663,Parshwa,,"Chinchwad, Pune"
6664,Om Paratha House,"
Digital payments accepted","Pimpri, Pune"
6665,Veggie Tales,,"Wagholi, Pune"
6666,The Burger Barn Cafe,Cash and Cards accepted,"Wanowrie, Pune"
6667,Fat Chinese Chef,,"Hadapsar, Pune"
6668,Papa Wraps,"
Digital payments accepted","Kondhwa, Pune"
6669,UFO Fries & Corn,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
6670,Cafe Coffee Day,Cash and Cards accepted,"Bavdhan, Pune"
6671,Momoya,,"Pimple Gurav, Pune"
6672,Daily Eat's,,"Wakad, Pune"
6673,Apna K.G.N. Caterers,"
Digital payments accepted","Undri, Pune"
6674,Atithi,"Cash and Cards accepted
Digital payments accepted","Shaniwar Peth, Pune"
6675,Amul Ice Cream Parlour,,"Dhayari, Pune"
6676,Pizza Hut,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Fatima Nagar, Pune"
6677,NIC - Natural Ice Creams,,"Bibvewadi, Pune"
6678,Taste Of Indian,,"Hadapsar, Pune"
6679,Cafe Peter,"Cash and Cards accepted
Digital payments accepted","Koregaon Park, Pune"
6680,Banarasi Chatkara,Cash and Cards accepted,"Pimple Saudagar, Pune"
6681,Uncle's Chinese,"
Digital payments accepted","Kondhwa, Pune"
6682,Sweet Truth - Cake and Desserts,,"Wakad, Pune"
6683,Hyderabad Biryaani House,Cash and Cards accepted,"Hadapsar, Pune"
6684,Apsara Ice Creams,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
6685,Cake @24,,"Kothrud, Pune"
6686,Sky Touch Rolls & Chinese,"
Digital payments accepted","Katraj, Pune"
6687,Navmi Pure Veg,"Cash and Cards accepted
Digital payments accepted","Chinchwad, Pune"
6688,Sukh Sagar,"Cash and Cards accepted
Digital payments accepted","Camp Area, Pune"
6689,Momo Monk,,"Baner, Pune"
6690,Shree Guru Datt Monthly Mess,,"Lohegaon, Pune"
6691,S.P. Crazy Cafe & Fast Food,"
Digital payments accepted","Karve Nagar, Pune"
6692,AK Biryani House,,"Sinhgad Road, Pune"
6693,Emir Biryani,,"Kondhwa, Pune"
6694,Ganesh Bhel,"Cash and Cards accepted
Digital payments accepted","Erandwane, Pune"
6695,Krishna Dining,"Cash and Cards accepted
Digital payments accepted","Law College Road, Pune"
6696,Sadguru Krupa Chinese And Momos,,"Salunkhe Vihar Road, Pune"
6697,Samarth Thali & Pure Veg Restaurant,"Cash and Cards accepted
Digital payments accepted","Bhosari, Pune"
6698,Siddhant Paratha Center,,"Aundh, Pune"
6699,Meal Box,,"Kondhwa, Pune"
6700,WarmOven Cake & Desserts,,"Kharadi, Pune"
6701,Keventers Milkshakes and Desserts,Cash and Cards accepted,"Baner, Pune"
6702,Punjab Di Rasoi,,"Kharadi, Pune"
6703,Sujata Mastani,,"Chinchwad, Pune"
6704,New Zaika Restaurant,,"Lohegaon, Pune"
6705,"Swaad Luckhnowi Chaat , Parathas and More",Cash and Cards accepted,"Undri, Pune"
6706,Upsouth,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
6707,The Shawarma Mania,,"Yerawada, Pune"
6708,Shamiyana Biryani And Indian,,"Bhosari, Pune"
6709,Autobahn - The Smart Restaurant,,"Wadgaon Sheri, Pune"
6710,Cafe Peter,Cash and Cards accepted,"NIBM Road, Pune"
6711,Jagdamb Family Restaurant,"Cash and Cards accepted
Digital payments accepted","Wanowrie, Pune"
6712,Granny Ammaas Cake,,"Rasta Peth, Pune"
6713,Yumma Swami,,"Kalyani Nagar, Pune"
6714,Monalissa Cake Studio,,"Hadapsar, Pune"
6715,JM Housefull Partha,"Cash and Cards accepted
Digital payments accepted","JM Road, Pune"
6716,Frozen Bottle,"Cash and Cards accepted
Digital payments accepted","Dhayari, Pune"
6717,Asian Mix,,"Mundhwa, Pune"
6718,Shawarma And Salads,"
Digital payments accepted","Pimple Nilakh, Pune"
6719,PUB-G Cafe,"Cash and Cards accepted
Digital payments accepted","Chinchwad, Pune"
6720,Falooda Junction,,"Kothrud, Pune"
6721,NH1 Bowls - Highway To North,,"Shivaji Nagar, Pune"
6722,The Northern Frontier,"Cash and Cards accepted
Digital payments accepted","Wadgaon Sheri, Pune"
6723,Best Belgian Waffle,"
Digital payments accepted","Sinhgad Road, Pune"
6724,Tandoor 24*7,,"Wakad, Pune"
6725,Marrakesh,"Cash and Cards accepted
Digital payments accepted","Karve Nagar, Pune"
6726,Swaad-E-Hyderabad,,"Baner, Pune"
6727,High On Gourmet,"Cash and Cards accepted
Digital payments accepted","Aundh, Pune"
6728,Pranaam - Pure Veg,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
6729,Swad,,"Bhosari, Pune"
6730,Annapurna Pure Veg,"
Digital payments accepted","Wakad, Pune"
6731,Sweet Truth - Cake and Desserts,,"Mundhwa, Pune"
6732,Marrakesh,"Cash and Cards accepted
Digital payments accepted","FC Road, Pune"
6733,The Royal Biryani House,"Cash and Debit Cards accepted
Digital payments accepted","Shukrawar Peth, Pune"
6734,Burger Town,,"Baner, Pune"
6735,Chinese World,,"Hadapsar, Pune"
6736,Desi Handi,"
Digital payments accepted","Pimple Gurav, Pune"
6737,The Green Roof,Cash and Cards accepted,"Sinhgad Road, Pune"
6738,Delhi's Special,,"Wakad, Pune"
6739,Sukoon Village,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
6740,Rolls Junction,,"Ravet, Pune"
6741,Saffron Multi-Cuisine & Sea Food Restaurant,"Cash and Cards accepted
Digital payments accepted","Pashan, Pune"
6742,Tulja ,,"Pimple Nilakh, Pune"
6743,Starbucks Coffee,Cash and Cards accepted,"Balewadi High Street, Baner, Pune"
6744,Eagle Boys Pizzeria & Cafe,"
Digital payments accepted","Kondhwa, Pune"
6745,Roll Bites,"Cash and Cards accepted
Digital payments accepted","Yerawada, Pune"
6746,Crush Cafe & Snacks,"Cash and Cards accepted
Digital payments accepted","Dhanori, Pune"
6747,Morya Pav Bhaji And Juice Bar,,"Balewadi, Pune"
6748,Cream California,,"FC Road, Pune"
6749,Kaka Halwai Sweets,,"Rasta Peth, Pune"
6750,Donatella,"Cash and Cards accepted
Digital payments accepted","Koregaon Park, Pune"
6751,Pintu Saoji,"
Digital payments accepted","Baner, Pune"
6752,Vadilal Ice Cream,,"Kothrud, Pune"
6753,New Delhi Darbar Caterers,,"Bibvewadi, Pune"
6754,Subway,"Cash and Cards accepted
Digital payments accepted","Senapati Bapat Road, Pune"
6755,Huber & Holly,"Cash and Cards accepted
Digital payments accepted","Kharadi, Pune"
6756,The Good Bowl,,"Pimple Saudagar, Pune"
6757,Farmer's Choice,"Cash and Cards accepted
Digital payments accepted","Dhanori, Pune"
6758,Kolhapuri Tadka Misal House,,"Karve Nagar, Pune"
6759,Momos House,"
Digital payments accepted","Bhosari, Pune"
6760,Hotel Jai Malhar,"Cash and Cards accepted
Digital payments accepted","Pimpri, Pune"
6761,Homemade,,"Pimple Saudagar, Pune"
6762,Sandwich Express,,"Aundh, Pune"
6763,New Zaika,,"Lohegaon, Pune"
6764,Hotel Shri Veg And NonVeg,"
Digital payments accepted","Katraj, Pune"
6765,Paratha Masters,,"Wakad, Pune"
6766,Green Villa Restro,"
Digital payments accepted","Bhugaon, Pune"
6767,Domino's Pizza,Cash and Cards accepted,"Hadapsar, Pune"
6768,Hotel Swami Pure Veg,"Cash and Cards accepted
Digital payments accepted","Bhosari, Pune"
6769,Crazy Pizza,,"Undri, Pune"
6770,Yin-Tu Chopstix,,"Wakad, Pune"
6771,Shanghai Chef Chinese,,"Hadapsar, Pune"
6772,Dakshin Royal,"
Digital payments accepted","Hinjawadi, Pune"
6773,Kohinoor Delhi Chaat,,"Wakad, Pune"
6774,Cafegenix,,"Shaniwar Peth, Pune"
6775,The Biryani Life,,"Camp Area, Pune"
6776,Chineseza,,"Wanowrie, Pune"
6777,Cafe Coffee Hutt,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
6778,Hotel Malabar,,"Karve Nagar, Pune"
6779,Churro Mania,"Cash and Cards accepted
Digital payments accepted","Salunkhe Vihar Road, Pune"
6780,The Ultimate Chaap House,,"Ravet, Pune"
6781,Sugran Swayampakghar,"
Digital payments accepted","Karve Nagar, Pune"
6782,Suruchi Restaurant,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
6783,Hot Box Pizzeria,,"Wagholi, Pune"
6784,Sanjay Bhel and Panipuri,,"Karve Nagar, Pune"
6785,Indrayani Veg Nonveg,"Cash and Cards accepted
Digital payments accepted","Lohegaon, Pune"
6786,Khandeshi Darbar,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
6787,Golden Dragon Chinese,,"Karve Nagar, Pune"
6788,Express by ABs,,"Seasons Mall, Magarpatta , Pune"
6789,Naivedyam,Cash and Cards accepted,"Akurdi, Pune"
6790,Bridge Point,"Cash and Cards accepted
Digital payments accepted","Ravet, Pune"
6791,Yummy China,,"Aundh, Pune"
6792,Navyug Restaurant,"Cash and Cards accepted
Digital payments accepted","Dhole Patil Road, Pune"
6793,Spice Cluster,"
Digital payments accepted","Baner, Pune"
6794,Varhadi Misal Pune,"
Digital payments accepted","Shaniwar Peth, Pune"
6795,Barbeque Nation,"Cash and Cards accepted
Digital payments accepted","Dhole Patil Road, Pune"
6796,Tea Post,"Cash and Cards accepted
Digital payments accepted","Amanora Town Centre, Hadapsar, Pune"
6797,Cafe Royal,,"Kondhwa, Pune"
6798,Knight Cravers,,"Undri, Pune"
6799,Live Cake World Cake Shop,,"East Street, Pune"
6800,Maratha Kitchen,,"Balewadi, Pune"
6801,LeanCrust Pizza - ThinCrust Experts,,"Pimple Saudagar, Pune"
6802,Maharaj Ki Biryani,,"Pimple Nilakh, Pune"
6803,Dilip Sandwich & Pizza House,"
Digital payments accepted","Pimple Saudagar, Pune"
6804,KNS,"Cash and Cards accepted
Digital payments accepted","Hinjawadi, Pune"
6805,Falahaar,"Cash and Cards accepted
Digital payments accepted","Bibvewadi, Pune"
6806,Ladachi Mastani & Kulfi,"
Digital payments accepted","Narhe, Pune"
6807,The Kabab Factory,,"Wakad, Pune"
6808,Lazzetti,"Cash and Cards accepted
Digital payments accepted","Aditi Mall, Baner Road, Pune"
6809,Classic Sandwich,,"Camp Area, Pune"
6810,Lotus Court Family Resto Bar,"Cash and Cards accepted
Digital payments accepted","Pimpri, Pune"
6811,Cream Stone,Cash and Cards accepted,"Baner, Pune"
6812,Steamy Street,,"Nigdi, Pune"
6813,Time And Again  The Real Biryani,,"Wadgaon Sheri, Pune"
6814,Kwality Family Resto Bar,Cash and Cards accepted,"Shivaji Nagar, Pune"
6815,Shivshakti Pure Veg,"Cash and Cards accepted
Digital payments accepted","Kharadi, Pune"
6816,RRR Biryani House,,"Viman Nagar, Pune"
6817,Karachi Sweet Mart,"Cash and Cards accepted
Digital payments accepted","Koregaon Park, Pune"
6818,The Fort Bar & Kitchen,Cash and Cards accepted,"Hadapsar, Pune"
6819,Ching Chong Asian,,"Balewadi, Pune"
6820,Nrh-Badshahi,,"Tilak Road, Pune"
6821,Jai Kailash Dairy,,"Deccan Gymkhana, Pune"
6822,Meals Aur Combos,,"Pimple Nilakh, Pune"
6823,Shiv Mudra,,"Kharadi, Pune"
6824,Artinci - Indulge Guilt Free!,,"Kalyani Nagar, Pune"
6825,Mad Momos,,"Wadgaon Sheri, Pune"
6826,Cafe Al-Muhsi,"
Digital payments accepted","Kondhwa, Pune"
6827,Tittos Family Restaurant,,"Wagholi, Pune"
6828,The Rice Bowl,,"Katraj, Pune"
6829,House of Chole Bhature & Paratha's,,"Sinhgad Road, Pune"
6830,Princess Cafe,"
Digital payments accepted","Pimple Gurav, Pune"
6831,Masala Jodi,"
Digital payments accepted","Karve Nagar, Pune"
6832,New Pakiza Bakery,,"Wakad, Pune"
6833,The Fusion Cookhouse,,"Pune University, Pune"
6834,Capers Kitchen,,"Sadashiv Peth, Pune"
6835,Happiness Factory,,"Baner, Pune"
6836,Gayatri's Kitchen,,"Warje, Pune"
6837,Giridhar,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
6838,KGN Snacks Center,,"Chinchwad, Pune"
6839,Karbhari Restaurant,"
Digital payments accepted","Hadapsar, Pune"
6840,Vidnya Cafeteria,"
Digital payments accepted","Bhosari, Pune"
6841,Domino's Pizza,"Cash and Cards accepted
Digital payments accepted","Sadashiv Peth, Pune"
6842,Sudit Su's Chinese,"
Digital payments accepted","Kothrud, Pune"
6843,Reddy's Biryani,"
Digital payments accepted","Narhe, Pune"
6844,Kanaka Durga,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
6845,Express By ABs,,"Chinchwad, Pune"
6846,The Belgian Waffle Co.,"Cash and Cards accepted
Digital payments accepted","Balewadi, Pune"
6847,AB's Family Restaurants,"
Digital payments accepted","Wakad, Pune"
6848,Fat Panda,"Cash and Cards accepted
Digital payments accepted","Kondhwa, Pune"
6849,Murli Best Bhelpuri,,"East Street, Pune"
6850,Circuit House,"Cash and Cards accepted
Digital payments accepted","Balewadi, Pune"
6851,Hello Home Veg,,"Chinchwad, Pune"
6852,Chingari - Sheraton Grand,Cash and Cards accepted,"Sheraton Grand, Bund Garden Road, Pune"
6853,GLOBO Ice Creams Of The World,,"Undri, Pune"
6854,Cream Stone,"Cash and Cards accepted
Digital payments accepted","Seasons Mall, Magarpatta , Pune"
6855,Goodluck Cafe,"
Digital payments accepted","Bavdhan, Pune"
6856,Cake Dior,Cash and Cards accepted,"Koregaon Park, Pune"
6857,Pizza  By Square,"
Digital payments accepted","Hadapsar, Pune"
6858,Dream Eatery,,"Bhugaon, Pune"
6859,Madhura Bhel Farsan,"
Digital payments accepted","Budhwar Peth, Pune"
6860,Pizza Burger Factory,,"B.T. Kawade Road, Pune"
6861,Foodyy Junction,"
Digital payments accepted","Warje, Pune"
6862,Residency Club,"
Digital payments accepted","Bund Garden Road, Pune"
6863,Jayashree Pav Bhaji & Juice Bar,"Cash and Cards accepted
Digital payments accepted","Sadashiv Peth, Pune"
6864,Shree Ganesh Restaurant,"
Digital payments accepted","Hadapsar, Pune"
6865,Mani's Burger Hub,"
Digital payments accepted","Dhanori, Pune"
6866,Kiga Ice Cream & Snacks,,"Hadapsar, Pune"
6867,Radha Krishna,"Cash and Cards accepted
Digital payments accepted","Katraj, Pune"
6868,Ghodke Mithaiwala,,"Warje, Pune"
6869,Hotel Shivneri,"
Digital payments accepted","Sadashiv Peth, Pune"
6870,Shivprasad Dhaba,"Cash and Cards accepted
Digital payments accepted","Pashan, Pune"
6871,Chulangan,,"Dhanori, Pune"
6872,The Burger Project,,"Wadgaon Sheri, Pune"
6873,Baskin Robbins,,"Law College Road, Pune"
6874,Cafe Food And Fit,,"Model Colony, Pune"
6875,Dominossa Pizza - Local Pizza Shop,,"Kothrud, Pune"
6876,Chulbul Dhaba,"Cash and Cards accepted
Digital payments accepted","Kharadi, Pune"
6877,Shakes And Cones,,"NIBM Road, Pune"
6878,Rice Curry Roti,"
Digital payments accepted","Pashan, Pune"
6879,B's Kitchen,,"Wakad, Pune"
